"id","race_id","qualifier_id","name","year","age","athlete_id","final_time","cycle_time","run_time","swim_time","high_temp","low_temp","high_humidity","low_humidity","starting_elevation","gross_elevation_gain"
4928,5000,7504,"Ironman Florida",2011,51,3777,38796,19074,13820,4752,69.00,50.00,87.00,42.00,12.00,1335.00
4929,5000,7504,"Ironman Florida",2011,44,3779,38749,19113,15186,3664,69.00,50.00,87.00,42.00,12.00,1335.00
4930,5000,7504,"Ironman Florida",2011,44,3780,38798,19417,14187,4387,69.00,50.00,87.00,42.00,12.00,1335.00
9335,5008,7504,"Ironman Florida",2008,40,3780,43091,20776,17059,4438,73.00,49.00,79.00,38.00,15.00,1335.00
4931,5000,7504,"Ironman Florida",2011,36,3781,38747,20516,13535,3836,69.00,50.00,87.00,42.00,12.00,1335.00
4932,5000,7504,"Ironman Florida",2011,38,3782,38791,20295,13720,4205,69.00,50.00,87.00,42.00,12.00,1335.00
4935,5000,7504,"Ironman Florida",2011,45,3783,38786,18857,15304,3682,69.00,50.00,87.00,42.00,12.00,1335.00
4933,5000,7504,"Ironman Florida",2011,28,3784,38788,21256,12102,4370,69.00,50.00,87.00,42.00,12.00,1335.00
9249,5008,7504,"Ironman Florida",2008,35,3785,37134,19023,13384,4182,73.00,49.00,79.00,38.00,15.00,1335.00
4934,5000,7504,"Ironman Florida",2011,40,3785,38794,18902,15017,4301,69.00,50.00,87.00,42.00,12.00,1335.00
4936,5000,7504,"Ironman Florida",2011,35,3786,38803,20118,14213,3795,69.00,50.00,87.00,42.00,12.00,1335.00
9498,5003,7504,"Ironman Florida",2007,35,3787,39539,19514,14661,4615,74.00,51.00,98.00,54.00,16.00,1335.00
4938,5000,7504,"Ironman Florida",2011,42,3787,38811,17598,15401,4671,69.00,50.00,87.00,42.00,12.00,1335.00
4937,5000,7504,"Ironman Florida",2011,32,3788,38807,20553,13514,4001,69.00,50.00,87.00,42.00,12.00,1335.00
4939,5000,7504,"Ironman Florida",2011,46,3789,38820,19634,14422,3985,69.00,50.00,87.00,42.00,12.00,1335.00
9009,5010,7504,"Ironman Florida",2009,40,3789,40620,20012,14972,4874,76.00,53.00,89.00,48.00,14.00,1335.00
9536,5003,7504,"Ironman Florida",2007,40,3789,43054,22230,15023,5196,74.00,51.00,98.00,54.00,16.00,1335.00
9294,5008,7504,"Ironman Florida",2008,40,3789,40594,20438,14682,4891,73.00,49.00,79.00,38.00,15.00,1335.00
4940,5000,7504,"Ironman Florida",2011,52,3790,38831,19584,14827,3806,69.00,50.00,87.00,42.00,12.00,1335.00
4941,5000,7504,"Ironman Florida",2011,43,3791,38837,20239,13626,4099,69.00,50.00,87.00,42.00,12.00,1335.00
9502,5003,7504,"Ironman Florida",2007,35,3792,39771,18954,13566,5842,74.00,51.00,98.00,54.00,16.00,1335.00
9280,5008,7504,"Ironman Florida",2008,35,3792,39459,19154,13603,5359,73.00,49.00,79.00,38.00,15.00,1335.00
4942,5000,7504,"Ironman Florida",2011,39,3792,38835,19596,12720,5202,69.00,50.00,87.00,42.00,12.00,1335.00
4945,5000,7504,"Ironman Florida",2011,35,3793,38858,19245,15619,201900,69.00,50.00,87.00,42.00,12.00,1335.00
4944,5000,7504,"Ironman Florida",2011,34,3794,38865,18919,15619,3636,69.00,50.00,87.00,42.00,12.00,1335.00
4946,5000,7504,"Ironman Florida",2011,27,3796,38887,21138,13066,4058,69.00,50.00,87.00,42.00,12.00,1335.00
4948,5000,7504,"Ironman Florida",2011,44,3797,38891,19677,14317,4148,69.00,50.00,87.00,42.00,12.00,1335.00
4947,5000,7504,"Ironman Florida",2011,40,3798,38899,19317,14158,4360,69.00,50.00,87.00,42.00,12.00,1335.00
4949,5000,7504,"Ironman Florida",2011,36,3799,38869,18818,15023,4075,69.00,50.00,87.00,42.00,12.00,1335.00
4951,5000,7504,"Ironman Florida",2011,27,3801,38916,20315,14313,3782,69.00,50.00,87.00,42.00,12.00,1335.00
4952,5000,7504,"Ironman Florida",2011,34,3802,38922,20247,14085,3744,69.00,50.00,87.00,42.00,12.00,1335.00
4953,5000,7504,"Ironman Florida",2011,27,3803,38934,19663,14849,3682,69.00,50.00,87.00,42.00,12.00,1335.00
4957,5000,7504,"Ironman Florida",2011,33,3804,38930,19780,13984,4365,69.00,50.00,87.00,42.00,12.00,1335.00
4959,5000,7504,"Ironman Florida",2011,36,3805,38922,20504,13793,3759,69.00,50.00,87.00,42.00,12.00,1335.00
4956,5000,7504,"Ironman Florida",2011,41,3806,38939,20256,13472,4187,69.00,50.00,87.00,42.00,12.00,1335.00
18308,5007,7504,"Ironman Florida",2004,30,3806,45631,21011,18760,4725,73.00,59.00,51.00,31.00,19.00,1335.00
9692,5004,7504,"Ironman Florida",2006,35,3806,40601,20647,14663,4415,68.00,55.00,63.00,46.00,17.00,1335.00
4960,5000,7504,"Ironman Florida",2011,25,3810,38959,19409,14608,4060,69.00,50.00,87.00,42.00,12.00,1335.00
4964,5000,7504,"Ironman Florida",2011,45,3811,38972,19261,14809,4042,69.00,50.00,87.00,42.00,12.00,1335.00
4961,5000,7504,"Ironman Florida",2011,50,3812,38965,19353,14274,4595,69.00,50.00,87.00,42.00,12.00,1335.00
4962,5000,7504,"Ironman Florida",2011,48,3813,39003,19532,14211,4248,69.00,50.00,87.00,42.00,12.00,1335.00
4965,5000,7504,"Ironman Florida",2011,50,3814,39050,19824,14340,4130,69.00,50.00,87.00,42.00,12.00,1335.00
4963,5000,7504,"Ironman Florida",2011,40,3815,39056,19452,15062,3947,69.00,50.00,87.00,42.00,12.00,1335.00
9709,5004,7504,"Ironman Florida",2006,25,3816,41754,21379,15251,4341,68.00,55.00,63.00,46.00,17.00,1335.00
4966,5000,7504,"Ironman Florida",2011,33,3816,39097,19666,14599,4131,69.00,50.00,87.00,42.00,12.00,1335.00
4968,5000,7504,"Ironman Florida",2011,30,3817,39070,19045,15674,3777,69.00,50.00,87.00,42.00,12.00,1335.00
4969,5000,7504,"Ironman Florida",2011,40,3819,39105,20620,13403,4308,69.00,50.00,87.00,42.00,12.00,1335.00
18911,5011,7504,"Ironman Florida",2001,30,3819,41247,20788,14911,5014,84.00,62.00,94.00,48.00,22.00,1335.00
4971,5000,7504,"Ironman Florida",2011,46,3821,39110,19652,14154,4664,69.00,50.00,87.00,42.00,12.00,1335.00
4972,5000,7504,"Ironman Florida",2011,37,3822,39117,19776,13874,4507,69.00,50.00,87.00,42.00,12.00,1335.00
4973,5000,7504,"Ironman Florida",2011,40,3823,39122,19931,14139,4232,69.00,50.00,87.00,42.00,12.00,1335.00
4976,5000,7504,"Ironman Florida",2011,48,3824,39123,19597,14420,4133,69.00,50.00,87.00,42.00,12.00,1335.00
4975,5000,7504,"Ironman Florida",2011,40,3825,39140,19439,14499,4229,69.00,50.00,87.00,42.00,12.00,1335.00
4974,5000,7504,"Ironman Florida",2011,44,3826,39147,19273,14546,4139,69.00,50.00,87.00,42.00,12.00,1335.00
4977,5000,7504,"Ironman Florida",2011,34,3827,39181,19052,15293,3985,69.00,50.00,87.00,42.00,12.00,1335.00
4979,5000,7504,"Ironman Florida",2011,34,3828,39169,20054,14415,4044,69.00,50.00,87.00,42.00,12.00,1335.00
4978,5000,7504,"Ironman Florida",2011,36,3829,39184,20270,14090,3978,69.00,50.00,87.00,42.00,12.00,1335.00
4981,5000,7504,"Ironman Florida",2011,45,3830,39224,18927,16042,3677,69.00,50.00,87.00,42.00,12.00,1335.00
4982,5000,7504,"Ironman Florida",2011,46,3831,39189,19482,14754,3995,69.00,50.00,87.00,42.00,12.00,1335.00
4980,5000,7504,"Ironman Florida",2011,32,3832,39219,19471,15152,3900,69.00,50.00,87.00,42.00,12.00,1335.00
4984,5000,7504,"Ironman Florida",2011,49,3833,39231,20077,14589,3988,69.00,50.00,87.00,42.00,12.00,1335.00
4983,5000,7504,"Ironman Florida",2011,27,3834,39222,20517,13845,4052,69.00,50.00,87.00,42.00,12.00,1335.00
4985,5000,7504,"Ironman Florida",2011,34,3835,39235,21124,13903,3628,69.00,50.00,87.00,42.00,12.00,1335.00
4986,5000,7504,"Ironman Florida",2011,38,3836,39237,20794,13238,4402,69.00,50.00,87.00,42.00,12.00,1335.00
9097,5010,7504,"Ironman Florida",2009,35,3836,44894,22860,15264,5602,76.00,53.00,89.00,48.00,14.00,1335.00
4987,5000,7504,"Ironman Florida",2011,37,3838,39250,19591,14768,212520,69.00,50.00,87.00,42.00,12.00,1335.00
4988,5000,7504,"Ironman Florida",2011,39,3839,39319,20676,14177,3814,69.00,50.00,87.00,42.00,12.00,1335.00
4990,5000,7504,"Ironman Florida",2011,37,3840,39255,19877,13982,4539,69.00,50.00,87.00,42.00,12.00,1335.00
4991,5000,7504,"Ironman Florida",2011,29,3841,39239,19838,13624,4974,69.00,50.00,87.00,42.00,12.00,1335.00
4992,5000,7504,"Ironman Florida",2011,49,3842,39275,18851,15910,3847,69.00,50.00,87.00,42.00,12.00,1335.00
9493,5003,7504,"Ironman Florida",2007,45,3842,39389,19010,15975,3772,74.00,51.00,98.00,54.00,16.00,1335.00
9292,5008,7504,"Ironman Florida",2008,45,3842,40474,19202,16804,3842,73.00,49.00,79.00,38.00,15.00,1335.00
18899,5011,7504,"Ironman Florida",2001,35,3842,40506,19629,15182,5213,84.00,62.00,94.00,48.00,22.00,1335.00
18117,5007,7504,"Ironman Florida",2004,40,3842,37961,19240,14403,3822,73.00,59.00,51.00,31.00,19.00,1335.00
4993,5000,7504,"Ironman Florida",2011,38,3843,39292,19246,15197,4179,69.00,50.00,87.00,42.00,12.00,1335.00
4998,5000,7504,"Ironman Florida",2011,30,3844,39315,20070,13796,4589,69.00,50.00,87.00,42.00,12.00,1335.00
4997,5000,7504,"Ironman Florida",2011,42,3845,39338,19925,14122,4479,69.00,50.00,87.00,42.00,12.00,1335.00
8993,5010,7504,"Ironman Florida",2009,40,3845,38311,19329,13775,4534,76.00,53.00,89.00,48.00,14.00,1335.00
4994,5000,7504,"Ironman Florida",2011,43,3846,39340,19293,13810,5417,69.00,50.00,87.00,42.00,12.00,1335.00
4996,5000,7504,"Ironman Florida",2011,30,3847,39341,19554,14964,3686,69.00,50.00,87.00,42.00,12.00,1335.00
4995,5000,7504,"Ironman Florida",2011,44,3848,39355,19176,15291,3986,69.00,50.00,87.00,42.00,12.00,1335.00
4999,5000,7504,"Ironman Florida",2011,24,3849,39341,20302,14330,3959,69.00,50.00,87.00,42.00,12.00,1335.00
5002,5000,7504,"Ironman Florida",2011,34,3850,39368,19691,14396,4593,69.00,50.00,87.00,42.00,12.00,1335.00
5000,5000,7504,"Ironman Florida",2011,37,3851,39410,19370,14607,4677,69.00,50.00,87.00,42.00,12.00,1335.00
5001,5000,7504,"Ironman Florida",2011,41,3852,39390,20023,13919,4317,69.00,50.00,87.00,42.00,12.00,1335.00
5003,5000,7504,"Ironman Florida",2011,43,3853,39426,20613,13761,4124,69.00,50.00,87.00,42.00,12.00,1335.00
17797,5006,7504,"Ironman Florida",2005,33,3854,38293,18265,15303,4038,77.00,71.00,88.00,61.00,18.00,1335.00
5004,5000,7504,"Ironman Florida",2011,39,3854,39436,17948,16546,4021,69.00,50.00,87.00,42.00,12.00,1335.00
5006,5000,7504,"Ironman Florida",2011,53,3855,39415,19190,14586,4811,69.00,50.00,87.00,42.00,12.00,1335.00
5007,5000,7504,"Ironman Florida",2011,31,3856,39437,19723,14510,4664,69.00,50.00,87.00,42.00,12.00,1335.00
5005,5000,7504,"Ironman Florida",2011,48,3857,39440,20795,13918,3742,69.00,50.00,87.00,42.00,12.00,1335.00
5008,5000,7504,"Ironman Florida",2011,38,3858,39449,19218,14766,4343,69.00,50.00,87.00,42.00,12.00,1335.00
5010,5000,7504,"Ironman Florida",2011,29,3859,39441,20006,14671,4039,69.00,50.00,87.00,42.00,12.00,1335.00
5009,5000,7504,"Ironman Florida",2011,36,3860,39462,20461,13697,4490,69.00,50.00,87.00,42.00,12.00,1335.00
5011,5000,7504,"Ironman Florida",2011,51,3863,39469,19774,14531,4141,69.00,50.00,87.00,42.00,12.00,1335.00
5014,5000,7504,"Ironman Florida",2011,44,3864,39475,20141,14899,3867,69.00,50.00,87.00,42.00,12.00,1335.00
5016,5000,7504,"Ironman Florida",2011,62,3865,39519,19401,14702,4720,69.00,50.00,87.00,42.00,12.00,1335.00
5015,5000,7504,"Ironman Florida",2011,23,3866,39526,19693,14636,4456,69.00,50.00,87.00,42.00,12.00,1335.00
9288,5008,7504,"Ironman Florida",2008,50,3867,40404,19605,16286,3848,73.00,49.00,79.00,38.00,15.00,1335.00
18910,5011,7504,"Ironman Florida",2001,45,3867,41237,20579,15871,4019,84.00,62.00,94.00,48.00,22.00,1335.00
9713,5004,7504,"Ironman Florida",2006,50,3867,42529,21314,16353,4055,68.00,55.00,63.00,46.00,17.00,1335.00
5017,5000,7504,"Ironman Florida",2011,56,3867,39577,19789,15040,4033,69.00,50.00,87.00,42.00,12.00,1335.00
5018,5000,7504,"Ironman Florida",2011,39,3868,39564,20091,14538,4084,69.00,50.00,87.00,42.00,12.00,1335.00
5021,5000,7504,"Ironman Florida",2011,26,3869,39603,21171,13734,3993,69.00,50.00,87.00,42.00,12.00,1335.00
5020,5000,7504,"Ironman Florida",2011,42,3870,39611,20368,14016,4318,69.00,50.00,87.00,42.00,12.00,1335.00
5019,5000,7504,"Ironman Florida",2011,32,3871,39645,20664,13923,4420,69.00,50.00,87.00,42.00,12.00,1335.00
5023,5000,7504,"Ironman Florida",2011,33,3872,39529,19633,14577,4349,69.00,50.00,87.00,42.00,12.00,1335.00
5022,5000,7504,"Ironman Florida",2011,42,3873,39632,19715,14315,4696,69.00,50.00,87.00,42.00,12.00,1335.00
9001,5010,7504,"Ironman Florida",2009,35,3874,39034,19143,15292,3931,76.00,53.00,89.00,48.00,14.00,1335.00
5024,5000,7504,"Ironman Florida",2011,40,3874,39655,19993,15101,3815,69.00,50.00,87.00,42.00,12.00,1335.00
5025,5000,7504,"Ironman Florida",2011,33,3875,39667,20311,14661,4055,69.00,50.00,87.00,42.00,12.00,1335.00
5026,5000,7504,"Ironman Florida",2011,41,3876,39674,19933,14108,4624,69.00,50.00,87.00,42.00,12.00,1335.00
5028,5000,7504,"Ironman Florida",2011,41,3878,39682,21040,13437,4377,69.00,50.00,87.00,42.00,12.00,1335.00
5031,5000,7504,"Ironman Florida",2011,38,3879,39697,20807,14192,4062,69.00,50.00,87.00,42.00,12.00,1335.00
5030,5000,7504,"Ironman Florida",2011,39,3880,39680,21647,13741,208980,69.00,50.00,87.00,42.00,12.00,1335.00
17819,5006,7504,"Ironman Florida",2005,33,3880,40126,20270,15854,211860,77.00,71.00,88.00,61.00,18.00,1335.00
5033,5000,7504,"Ironman Florida",2011,36,3883,39726,19577,14238,4400,69.00,50.00,87.00,42.00,12.00,1335.00
5034,5000,7504,"Ironman Florida",2011,45,3884,39728,19279,15048,4597,69.00,50.00,87.00,42.00,12.00,1335.00
5035,5000,7504,"Ironman Florida",2011,43,3885,39738,18809,15905,4109,69.00,50.00,87.00,42.00,12.00,1335.00
5039,5000,7504,"Ironman Florida",2011,50,3886,39746,19737,15166,4088,69.00,50.00,87.00,42.00,12.00,1335.00
5038,5000,7504,"Ironman Florida",2011,29,3887,39750,18038,17783,209100,69.00,50.00,87.00,42.00,12.00,1335.00
5037,5000,7504,"Ironman Florida",2011,38,3888,39747,19014,16355,3864,69.00,50.00,87.00,42.00,12.00,1335.00
5040,5000,7504,"Ironman Florida",2011,39,3890,39754,20573,14374,3931,69.00,50.00,87.00,42.00,12.00,1335.00
5043,5000,7504,"Ironman Florida",2011,40,3893,41638,20975,15518,4189,69.00,50.00,87.00,42.00,12.00,1335.00
5044,5000,7504,"Ironman Florida",2011,28,3894,41654,20522,16233,4177,69.00,50.00,87.00,42.00,12.00,1335.00
5047,5000,7504,"Ironman Florida",2011,44,3895,41683,21411,14328,4591,69.00,50.00,87.00,42.00,12.00,1335.00
5045,5000,7504,"Ironman Florida",2011,29,3896,41658,20986,15793,4270,69.00,50.00,87.00,42.00,12.00,1335.00
5046,5000,7504,"Ironman Florida",2011,26,3897,41659,21716,14549,4503,69.00,50.00,87.00,42.00,12.00,1335.00
5052,5000,7504,"Ironman Florida",2011,55,3898,41690,19522,17473,4028,69.00,50.00,87.00,42.00,12.00,1335.00
18670,5009,7504,"Ironman Florida",2002,45,3898,38973,19056,15060,4257,75.00,57.00,100.00,78.00,21.00,1335.00
5049,5000,7504,"Ironman Florida",2011,30,3899,41691,20112,15404,4689,69.00,50.00,87.00,42.00,12.00,1335.00
9458,5008,7504,"Ironman Florida",2008,50,3901,58707,25686,24696,7111,73.00,49.00,79.00,38.00,15.00,1335.00
9513,5003,7504,"Ironman Florida",2007,50,3901,41605,19594,16873,4356,74.00,51.00,98.00,54.00,16.00,1335.00
18893,5011,7504,"Ironman Florida",2001,45,3901,40077,20483,14929,4017,84.00,62.00,94.00,48.00,22.00,1335.00
18410,5007,7504,"Ironman Florida",2004,45,3901,51377,23476,20312,6328,73.00,59.00,51.00,31.00,19.00,1335.00
5050,5000,7504,"Ironman Florida",2011,56,3901,41707,20494,16017,4076,69.00,50.00,87.00,42.00,12.00,1335.00
5059,5000,7504,"Ironman Florida",2011,24,3904,41731,21771,15862,202380,69.00,50.00,87.00,42.00,12.00,1335.00
5054,5000,7504,"Ironman Florida",2011,37,3905,41733,21329,14933,4211,69.00,50.00,87.00,42.00,12.00,1335.00
5055,5000,7504,"Ironman Florida",2011,47,3906,41753,19755,17019,3944,69.00,50.00,87.00,42.00,12.00,1335.00
5056,5000,7504,"Ironman Florida",2011,40,3907,41737,22025,15580,3625,69.00,50.00,87.00,42.00,12.00,1335.00
5061,5000,7504,"Ironman Florida",2011,51,3908,41763,19830,16336,4789,69.00,50.00,87.00,42.00,12.00,1335.00
17878,5006,7504,"Ironman Florida",2005,42,3909,43376,20477,17861,4324,77.00,71.00,88.00,61.00,18.00,1335.00
5058,5000,7504,"Ironman Florida",2011,49,3909,41762,19683,17012,4082,69.00,50.00,87.00,42.00,12.00,1335.00
5057,5000,7504,"Ironman Florida",2011,28,3910,41769,19994,16369,4599,69.00,50.00,87.00,42.00,12.00,1335.00
5062,5000,7504,"Ironman Florida",2011,28,3911,41782,19837,17603,3736,69.00,50.00,87.00,42.00,12.00,1335.00
5064,5000,7504,"Ironman Florida",2011,53,3912,41790,21466,14410,4843,69.00,50.00,87.00,42.00,12.00,1335.00
17942,5006,7504,"Ironman Florida",2005,47,3912,46744,21358,20282,4421,77.00,71.00,88.00,61.00,18.00,1335.00
5065,5000,7504,"Ironman Florida",2011,45,3913,41802,18900,17331,4373,69.00,50.00,87.00,42.00,12.00,1335.00
5060,5000,7504,"Ironman Florida",2011,42,3914,41802,20441,16204,4001,69.00,50.00,87.00,42.00,12.00,1335.00
5063,5000,7504,"Ironman Florida",2011,36,3915,41809,21083,15462,4473,69.00,50.00,87.00,42.00,12.00,1335.00
5066,5000,7504,"Ironman Florida",2011,23,3916,41815,21920,15633,208200,69.00,50.00,87.00,42.00,12.00,1335.00
5071,5000,7504,"Ironman Florida",2011,40,3917,41810,19719,17849,215040,69.00,50.00,87.00,42.00,12.00,1335.00
5067,5000,7504,"Ironman Florida",2011,45,3918,41826,19927,16386,4564,69.00,50.00,87.00,42.00,12.00,1335.00
5072,5000,7504,"Ironman Florida",2011,41,3920,41831,20010,16182,4673,69.00,50.00,87.00,42.00,12.00,1335.00
5070,5000,7504,"Ironman Florida",2011,25,3921,41859,22261,13869,4961,69.00,50.00,87.00,42.00,12.00,1335.00
5069,5000,7504,"Ironman Florida",2011,28,3922,41847,19849,15623,4644,69.00,50.00,87.00,42.00,12.00,1335.00
5073,5000,7504,"Ironman Florida",2011,47,3924,41898,21597,14935,4567,69.00,50.00,87.00,42.00,12.00,1335.00
5076,5000,7504,"Ironman Florida",2011,27,3926,41866,22857,13810,4038,69.00,50.00,87.00,42.00,12.00,1335.00
5078,5000,7504,"Ironman Florida",2011,31,3927,41864,20083,16475,4473,69.00,50.00,87.00,42.00,12.00,1335.00
5082,5000,7504,"Ironman Florida",2011,27,3928,41914,21665,15625,4024,69.00,50.00,87.00,42.00,12.00,1335.00
5077,5000,7504,"Ironman Florida",2011,31,3929,41902,20391,16847,4083,69.00,50.00,87.00,42.00,12.00,1335.00
5079,5000,7504,"Ironman Florida",2011,39,3930,41916,21015,15798,4005,69.00,50.00,87.00,42.00,12.00,1335.00
5081,5000,7504,"Ironman Florida",2011,47,3931,41946,20255,16936,3810,69.00,50.00,87.00,42.00,12.00,1335.00
5083,5000,7504,"Ironman Florida",2011,41,3932,41935,21198,15580,4153,69.00,50.00,87.00,42.00,12.00,1335.00
5080,5000,7504,"Ironman Florida",2011,40,3933,41948,19646,15418,5994,69.00,50.00,87.00,42.00,12.00,1335.00
5084,5000,7504,"Ironman Florida",2011,51,3934,41944,20479,17234,215040,69.00,50.00,87.00,42.00,12.00,1335.00
5086,5000,7504,"Ironman Florida",2011,40,3936,41914,19218,17722,4381,69.00,50.00,87.00,42.00,12.00,1335.00
5089,5000,7504,"Ironman Florida",2011,42,3937,41970,20672,15715,4495,69.00,50.00,87.00,42.00,12.00,1335.00
5087,5000,7504,"Ironman Florida",2011,43,3938,41927,20593,16326,3842,69.00,50.00,87.00,42.00,12.00,1335.00
5088,5000,7504,"Ironman Florida",2011,46,3939,41964,19765,16536,4665,69.00,50.00,87.00,42.00,12.00,1335.00
5093,5000,7504,"Ironman Florida",2011,30,3940,41978,20857,15777,4303,69.00,50.00,87.00,42.00,12.00,1335.00
5090,5000,7504,"Ironman Florida",2011,52,3941,41962,20966,15264,4378,69.00,50.00,87.00,42.00,12.00,1335.00
5094,5000,7504,"Ironman Florida",2011,35,3942,41982,19555,18064,3796,69.00,50.00,87.00,42.00,12.00,1335.00
5091,5000,7504,"Ironman Florida",2011,42,3943,41967,20494,15624,4908,69.00,50.00,87.00,42.00,12.00,1335.00
5092,5000,7504,"Ironman Florida",2011,38,3944,41973,19590,16698,4226,69.00,50.00,87.00,42.00,12.00,1335.00
5095,5000,7504,"Ironman Florida",2011,46,3945,42002,20819,14851,5262,69.00,50.00,87.00,42.00,12.00,1335.00
5096,5000,7504,"Ironman Florida",2011,38,3946,42003,21833,14880,4229,69.00,50.00,87.00,42.00,12.00,1335.00
18222,5007,7504,"Ironman Florida",2004,30,3947,41913,20859,17145,194460,73.00,59.00,51.00,31.00,19.00,1335.00
9700,5004,7504,"Ironman Florida",2006,30,3947,41015,20200,16844,204900,68.00,55.00,63.00,46.00,17.00,1335.00
5099,5000,7504,"Ironman Florida",2011,37,3947,42052,21287,16486,3657,69.00,50.00,87.00,42.00,12.00,1335.00
5097,5000,7504,"Ironman Florida",2011,27,3948,42033,21859,14901,4282,69.00,50.00,87.00,42.00,12.00,1335.00
9699,5004,7504,"Ironman Florida",2006,40,3949,40956,20506,15420,3962,68.00,55.00,63.00,46.00,17.00,1335.00
5098,5000,7504,"Ironman Florida",2011,49,3949,42072,19973,17270,4053,69.00,50.00,87.00,42.00,12.00,1335.00
5100,5000,7504,"Ironman Florida",2011,43,3950,42028,21786,15968,208500,69.00,50.00,87.00,42.00,12.00,1335.00
5101,5000,7504,"Ironman Florida",2011,42,3951,42040,19885,16496,4590,69.00,50.00,87.00,42.00,12.00,1335.00
9520,5003,7504,"Ironman Florida",2007,35,3951,42245,20874,15898,4652,74.00,51.00,98.00,54.00,16.00,1335.00
5103,5000,7504,"Ironman Florida",2011,31,3952,42005,20100,17458,3682,69.00,50.00,87.00,42.00,12.00,1335.00
5104,5000,7504,"Ironman Florida",2011,32,3953,42051,22021,14531,4581,69.00,50.00,87.00,42.00,12.00,1335.00
5102,5000,7504,"Ironman Florida",2011,43,3954,42027,19902,17381,3958,69.00,50.00,87.00,42.00,12.00,1335.00
5105,5000,7504,"Ironman Florida",2011,51,3955,42033,22011,14914,4285,69.00,50.00,87.00,42.00,12.00,1335.00
5106,5000,7504,"Ironman Florida",2011,26,3956,42075,20280,16412,4253,69.00,50.00,87.00,42.00,12.00,1335.00
5108,5000,7504,"Ironman Florida",2011,52,3957,42086,20139,16550,4304,69.00,50.00,87.00,42.00,12.00,1335.00
5107,5000,7504,"Ironman Florida",2011,35,3958,42104,20599,16398,4390,69.00,50.00,87.00,42.00,12.00,1335.00
5112,5000,7504,"Ironman Florida",2011,52,3959,42097,21319,15053,4643,69.00,50.00,87.00,42.00,12.00,1335.00
9053,5010,7504,"Ironman Florida",2009,50,3959,42042,21240,15011,4743,76.00,53.00,89.00,48.00,14.00,1335.00
5109,5000,7504,"Ironman Florida",2011,41,3960,42094,20369,14188,6298,69.00,50.00,87.00,42.00,12.00,1335.00
5113,5000,7504,"Ironman Florida",2011,33,3961,42087,0,0,0,69.00,50.00,87.00,42.00,12.00,1335.00
5115,5000,7504,"Ironman Florida",2011,34,3962,42130,21292,14857,4773,69.00,50.00,87.00,42.00,12.00,1335.00
5111,5000,7504,"Ironman Florida",2011,33,3963,42096,21596,15823,3807,69.00,50.00,87.00,42.00,12.00,1335.00
5114,5000,7504,"Ironman Florida",2011,36,3964,42142,20864,16507,4028,69.00,50.00,87.00,42.00,12.00,1335.00
5126,5000,7504,"Ironman Florida",2011,56,3967,42149,19418,17026,4603,69.00,50.00,87.00,42.00,12.00,1335.00
5118,5000,7504,"Ironman Florida",2011,44,3968,42153,19928,16976,4216,69.00,50.00,87.00,42.00,12.00,1335.00
5117,5000,7504,"Ironman Florida",2011,38,3969,42146,20490,16029,4747,69.00,50.00,87.00,42.00,12.00,1335.00
5121,5000,7504,"Ironman Florida",2011,51,3970,42154,20634,15726,4709,69.00,50.00,87.00,42.00,12.00,1335.00
5119,5000,7504,"Ironman Florida",2011,32,3971,42176,20831,15768,4408,69.00,50.00,87.00,42.00,12.00,1335.00
5120,5000,7504,"Ironman Florida",2011,24,3972,42173,21299,14157,5240,69.00,50.00,87.00,42.00,12.00,1335.00
5122,5000,7504,"Ironman Florida",2011,47,3973,42159,20608,16381,4208,69.00,50.00,87.00,42.00,12.00,1335.00
5123,5000,7504,"Ironman Florida",2011,29,3974,42169,21961,15423,3983,69.00,50.00,87.00,42.00,12.00,1335.00
5125,5000,7504,"Ironman Florida",2011,28,3975,42166,22014,14302,4498,69.00,50.00,87.00,42.00,12.00,1335.00
5124,5000,7504,"Ironman Florida",2011,42,3976,42179,20326,16581,4467,69.00,50.00,87.00,42.00,12.00,1335.00
9543,5003,7504,"Ironman Florida",2007,35,3976,43282,22043,15847,4422,74.00,51.00,98.00,54.00,16.00,1335.00
9276,5008,7504,"Ironman Florida",2008,35,3976,39317,20450,13505,4687,73.00,49.00,79.00,38.00,15.00,1335.00
5133,5000,7504,"Ironman Florida",2011,52,3977,42195,19606,16365,5397,69.00,50.00,87.00,42.00,12.00,1335.00
17939,5006,7504,"Ironman Florida",2005,46,3977,46618,20510,19445,5415,77.00,71.00,88.00,61.00,18.00,1335.00
5132,5000,7504,"Ironman Florida",2011,37,3978,42182,21410,14748,4857,69.00,50.00,87.00,42.00,12.00,1335.00
5135,5000,7504,"Ironman Florida",2011,32,3979,42191,21798,13143,5595,69.00,50.00,87.00,42.00,12.00,1335.00
5129,5000,7504,"Ironman Florida",2011,32,3981,42198,22410,14611,4186,69.00,50.00,87.00,42.00,12.00,1335.00
5134,5000,7504,"Ironman Florida",2011,38,3982,42206,20756,15713,4617,69.00,50.00,87.00,42.00,12.00,1335.00
9304,5008,7504,"Ironman Florida",2008,35,3982,41417,20227,15593,4642,73.00,49.00,79.00,38.00,15.00,1335.00
5131,5000,7504,"Ironman Florida",2011,42,3983,42197,21642,14695,4623,69.00,50.00,87.00,42.00,12.00,1335.00
